leaid,year,lea_name,phone,urban_centric_locale,number_of_schools,enrollment,teachers_total_fte,Unnamed: 8,rev_total,rev_fed_total,rev_state_total,rev_local_total,exp_total,exp_current_instruction_total,outlay_capital_total,payments_charter_schools,salaries_instruction,benefits_employee_total,debt_interest,debt_longterm_outstand_end_fy,debt_shortterm_outstand_end_fy,fiscal year,name of school district,secured_net taxable value,unsecured_net taxable value,assessed_value,adjusted_assessed_value
604650,2015,BENNETT VALLEY UNION ELEMENTARY,7075422201,12,2,1035,45,,10952000,310000,4896000,5746000,10137000,6760000,0,0,4267000,1924000,588000,12309000,0,2015,Bennett Valley Union Elementary,1558540419,15620075,1574160494,1576027875.5100756
604740,2015,BERKELEY UNIFIED,5106448764,12,19,10462,521.7600098,,185811000,8237000,71167000,106407000,186331000,84223000,20614000,0,52700000,33206000,12063000,278366000,0,2015,Berkeley Unified,14117158873,658143878,14775302751,14792830269.48884
604800,2015,BERRYESSA UNION ELEMENTARY,4089231880,11,14,7452,318,,90167000,4433000,41176000,44558000,88807000,46713000,13610000,0,29837000,19226000,2458000,61918000,0,2015,Berryessa Union Elementary,9391501433,263419117,9654920550,9666373906
604830,2015,BEVERLY HILLS UNIFIED,3105515100,21,6,4144,250.6600036621093,,93520000,1999000,8517000,83004000,114231000,39824000,43263000,0,27114000,12716000,6813000,337448000,0,2015,Beverly Hills Unified,24820086554,541945422,25362031976,25392118228.16453
604860,2015,BIG CREEK ELEMENTARY,5598933314,43,1,59,3,,1505000,171000,385000,949000,1502000,559000,287000,0,354000,255000,30000,1107000,0,2015,Big Creek Elementary,280088108,64611685,344699793,345108700.4922338
604950,2015,BIG PINE UNIFIED,7609382005,43,2,172,14.300000190734863,,4131000,694000,968000,2469000,3934000,1788000,305000,0,1095000,696000,98000,4384000,0,2015,Big Pine Unified,434371258,2096671,436467929,436985698.40373117
605240,2015,BLACK OAK MINE UNIFIED,5303338300,42,6,1317,58.900001525878906,,15345000,882000,7045000,7418000,15581000,7994000,318000,843000,5006000,3566000,144000,6325000,0,2015,Black Oak Mine Unified,1403408388,15724178,1419132566,1420816042.319089
605400,2015,BLUE LAKE UNION ELEMENTARY,7076685674,41,1,175,8.409999847,,2388000,237000,1061000,1090000,2172000,1384000,35000,0,893000,445000,80000,2059000,0,2015,Blue Lake Union Elementary,257832467,16063069,273895536,274220450.4299886
605610,2015,BONITA UNIFIED,9099718200,21,15,10269,401.9500122070313,,121507000,5837000,77358000,38312000,118481000,59802000,11039000,0,41235000,19987000,6879000,136049000,0,2015,Bonita Unified,7538657170,328787856,7867445026,7876777950.710718
605640,2015,BONNY DOON UNION ELEMENTARY,8314272300,41,1,165,8,,2266000,58000,464000,1744000,1952000,1150000,0,0,667000,435000,6000,0,0,2015,Bonny Doon Union Elementary,513957743,13287252,527244995,527870450.6372718
605730,2015,BRADLEY UNION ELEMENTARY,8054722310,42,1,81,4.5,,1129000,81000,762000,286000,1366000,585000,244000,0,353000,227000,30000,1374000,0,2015,Bradley Union Elementary,134231249,5526417,139757666,139923456.51651624
605790,2015,BRAWLEY ELEMENTARY,7603442330,31,5,3911,155.8800048828125,,48050000,4502000,38393000,5155000,47233000,27499000,2717000,0,18180000,9762000,443000,10164000,0,2015,Brawley Elementary,1152003391,150570526,1302573917,1304119123
605820,2015,BRAWLEY UNION HIGH,7603125819,31,3,1885,74.90000153,,29592000,1653000,23159000,4780000,26580000,11843000,5826000,0,7874000,4117000,214000,11287000,0,2015,Brawley Union High,1576594000,184730084,1761324084,1763413492.3165274
605880,2015,BREA-OLINDA UNIFIED,7149907800,21,9,5856,221.6100006103516,,70414000,2692000,27916000,39806000,60327000,32842000,2341000,0,21550000,10743000,496000,24781000,0,2015,Brea-Olinda Unified,7171389667,638425226,7809814893,7819079452.734467
605940,2015,BRET HARTE UNION HIGH,2097368340,32,3,716,37.90999984741211,,12368000,361000,1757000,10250000,11677000,5887000,305000,0,4046000,2398000,554000,13621000,0,2015,Bret Harte Union High,3577725520,57595291,3635320811,3639633287.962501
606030,2015,BRIGGS ELEMENTARY,8055257540,41,2,575,24.82999992370605,,6908000,563000,4841000,1504000,6622000,3303000,511000,0,2178000,930000,149000,4322000,0,2015,Briggs Elementary,381854696,71412279,453266975,453804672.6308763
606060,2015,BRISBANE ELEMENTARY,4154670550,21,3,438,24.280000686645508,,8022000,146000,1239000,6637000,8124000,4570000,194000,0,2744000,1797000,181000,11801000,0,2015,Brisbane Elementary,2076884882,165191266,2242076148,2244735858.7213116
606270,2015,BUCKEYE UNION ELEMENTARY,5306772261,21,10,5218,217.8099975585937,,53789000,1416000,31317000,21056000,49552000,28646000,1515000,0,18299000,10684000,4207000,21020000,0,2015,Buckeye Union Elementary,5849626838,140967183,5990594021,5997700491.116499
606330,2015,BUELLTON UNION ELEMENTARY,8056862767,32,2,612,31.09000015258789,,12257000,792000,3354000,8111000,11404000,6957000,240000,0,4724000,2453000,151000,5456000,0,2015,Buellton Union Elementary,990322755,56084098,1046406853,1047648175.4806216
606360,2015,BUENA PARK ELEMENTARY,7145228412,21,7,4869,192.9900054931641,,63253000,5175000,35511000,22567000,73325000,35008000,14167000,0,22658000,13808000,1213000,33963000,0,2015,Buena Park Elementary,5469544820,353967776,5823512596,5830420862.207233
606390,2015,PANAMA-BUENA VISTA UNION,6618318331,11,23,17545,671.1699829101562,,203022000,14035000,160675000,28312000,220466000,103946000,38057000,0,66837000,46966000,2807000,49867000,0,2015,Panama Buena Vista Union,7164299380,232860724,7397160104,7405935143.176709
606420,2015,BUENA VISTA ELEMENTARY,5596862015,41,1,197,9,,2682000,161000,2278000,243000,2791000,1251000,773000,0,759000,521000,8000,120000,0,2015,Buena Vista Elementary,73610068,6181255,79791323,79885977.16125141
606450,2015,BURBANK UNIFIED,8187294400,12,23,16081,663.5100098,,185556000,8879000,104730000,71947000,197912000,98162000,34068000,0,64626000,34954000,6698000,130656000,0,2015,Burbank Unified,17779059462,1837622223,19616681685,19639952392.66115
606480,2015,BURLINGAME ELEMENTARY,6502593800,21,8,3353,145.41000366210938,,49675000,1061000,14469000,34145000,57629000,22377000,20409000,0,14625000,7330000,4048000,111566000,0,2015,Burlingame Elementary,8574792983,307681987,8882474970,8893011995.662827
606570,2015,BURTON ELEMENTARY,5597818020,13,8,4470,190.3800048828125,,51361000,3826000,43052000,4483000,46892000,27428000,1149000,0,16754000,11113000,172000,1918000,0,2015,Burton Elementary,685215583,5924669,691140252,691960131.8866907
606720,2015,BUTTONWILLOW UNION ELEMENTARY,6617645166,42,1,379,18.010000228881836,,5597000,558000,4208000,831000,5040000,2306000,360000,0,1533000,883000,227000,4431000,0,2015,Buttonwillow Union Elementary,3383305574,36547342,3419852916,3423909789.569663
606750,2015,BYRON UNION ELEMENTARY,9258097500,41,4,2198,92.79000091552734,,18840000,882000,9913000,8045000,19640000,9810000,78000,0,6741000,3700000,2368000,14248000,0,2015,Byron Union Elementary,2538336484,263292201,2801628685,2804952177
606780,2015,CABRILLO UNIFIED,6507127100,31,7,3334,140.8699951171875,,50061000,1663000,13452000,34946000,53650000,20486000,13649000,0,12571000,9213000,4059000,43351000,0,2015,Cabrillo Unified,5284965262,90071204,5375036466,5381412717.818571
606870,2015,CALAVERAS UNIFIED,2097542300,42,11,2996,129.97999572753906,,36407000,1877000,14163000,20367000,34988000,17628000,3797000,0,11002000,8465000,1254000,31804000,0,2015,Calaveras Unified,2097960710,49403166,2147363876,2149911232.2655973
606900,2015,CALEXICO UNIFIED,7607683888,22,11,9266,383.0700073242188,,127596000,10373000,99716000,17507000,122975000,62777000,9683000,0,36540000,32373000,1048000,38084000,0,2015,Calexico Unified,1615688514,75417622,1691106136,1693112246.775857
606990,2015,CALIPATRIA UNIFIED,7603482151,32,4,1144,65.5,,19096000,1183000,9491000,8422000,17363000,8004000,2180000,0,5411000,3107000,748000,28669000,0,2015,Calipatria Unified,1183419750,38591362,1222011112,1223460748.7837672
607020,2015,CALISTOGA JOINT UNIFIED,7079424703,31,3,866,44.41999816894531,,16008000,487000,2374000,13147000,19851000,8969000,4280000,0,5604000,2800000,768000,16793000,0,2015,Calistoga Joint Unified,1901876467,34554233,1936430700,1938727832.2800345
607230,2015,CAMPBELL UNION HIGH,4083710960,11,7,7676,337.8299865722656,,118813000,2279000,23839000,92695000,116607000,55374000,13836000,0,33359000,22359000,6526000,142765000,0,2015,Campbell Union High,36295317381,952001215,37247318596,37291504023.28723
607440,2015,CAPISTRANO UNIFIED,9492349200,21,63,53878,1967.239990234375,,556213000,23256000,201979000,330978000,504932000,312667000,15366000,0,208766000,112510000,2057000,41657000,0,2015,Capistrano Unified,47219859125,1022874869,48242733994,48299962967.66518
607470,2015,CARDIFF ELEMENTARY,7606325890,21,2,730,35,,11303000,201000,1926000,9176000,9818000,6171000,0,0,4376000,1914000,109000,1000000,0,2015,Cardiff Elementary,2386431574,17750488,2404182062,2407034074.324376
607500,2015,CARLSBAD UNIFIED,7603315000,12,16,11077,428.1400146484375,,132896000,5719000,24358000,102819000,129944000,67318000,9859000,0,42374000,26106000,14156000,228669000,0,2015,Carlsbad Unified,17335187657,898041290,18233228947,18254858504.300148
607530,2015,CARMEL UNIFIED,8316241546,22,7,2510,138.4199981689453,,59025000,896000,7719000,50410000,54349000,29432000,1440000,0,19379000,12570000,1235000,35762000,0,2015,Carmel Unified,14051966890,106607392,14158574282,14175370193.169168
607560,2015,CARPINTERIA UNIFIED,8056844511,22,8,2227,105.8000030517578,,33724000,2160000,5804000,25760000,31937000,15809000,2013000,0,9784000,8194000,668000,30025000,0,2015,Carpinteria Unified,5209059606,164880717,5373940323,5380315274.495523
607680,2015,CASCADE UNION ELEMENTARY,5303787000,22,5,1103,55,,16235000,2013000,10176000,4046000,16037000,9010000,1103000,0,5164000,3142000,152000,5211000,0,2015,Cascade Union Elementary,894747099,50052450,944799549,945920337.6459196
607740,2015,CASTAIC UNION,6612574500,21,5,2354,88.5,,32876000,812000,17711000,14353000,26197000,13501000,337000,0,9222000,5159000,4073000,22298000,0,2015,Castaic Union,4526593088,530420944,5057014032,5063013023
607800,2015,CASTRO VALLEY UNIFIED,5105373000,21,15,9366,381.3299865722656,,136906000,11318000,93178000,32410000,129177000,58838000,1763000,0,39837000,18388000,2859000,62140000,0,2015,Castro Valley Unified,6873866922,59007725,6932874647,6941098917.636206
607840,2015,CAYUCOS ELEMENTARY,8059953694,31,1,210,13.199999809265137,,3879000,238000,514000,3127000,3454000,2014000,53000,0,1263000,757000,215000,8808000,0,2015,Cayucos Elementary,1061265562,7186304,1068451866,1069719339.8481743
607900,2015,CENTER JOINT UNIFIED,9163386330,21,9,4523,183.27999877929688,,53366000,4326000,36448000,12592000,49027000,27723000,799000,0,18780000,9568000,2482000,67555000,0,2015,Center Joint Unified,183529739,114440,183644179,183862030.8299784
607920,2015,CENTINELA VALLEY UNION HIGH,3102633200,21,8,7682,328.0899963378906,,122060000,9849000,74711000,37500000,118433000,47975000,15658000,0,29577000,18627000,11224000,257825000,0,2015,Centinela Valley Union High,7940262760,1506747624,9447010384,9458217101.856161
607950,2015,CENTRAL ELEMENTARY,9099898541,21,7,4682,185.97000122070312,,52391000,3008000,38322000,11061000,52486000,27745000,4180000,0,18471000,10460000,1448000,46562000,0,2015,Central Elementary,3261087168,111202137,3372289305,3376289755.2201557
607970,2015,CENTRAL UNIFIED,5592744700,11,22,15717,617.8099975585938,,188909000,15068000,138496000,35345000,170687000,83185000,5171000,0,52940000,38462000,11775000,97816000,0,2015,Central Unified,4139153218,63284753,4202437971,4207423202.8071737
608010,2015,CENTRAL UNION HIGH,7603364500,13,4,4120,179.52000427246094,,55335000,3535000,43124000,8676000,51286000,26927000,2713000,0,17739000,10179000,329000,7252000,0,2015,Central Union High,2808891139,296071562,3104962701,3108646029.326064
608070,2015,CENTRALIA ELEMENTARY,7142283100,21,8,4437,176,,55125000,3986000,27207000,23932000,52196000,31776000,1677000,0,21530000,11566000,388000,14114000,0,2015,Centralia Elementary,4286572117,132907228,4419479345,4424722046.773085
608130,2015,CERES UNIFIED,2095561500,21,25,14269,605.4600219726562,,178733000,14497000,131290000,32946000,160611000,86271000,6572000,0,58920000,29550000,2476000,63552000,0,2015,Ceres Unified,3204704421,129001411,3333705832,3337660511.7511663
608160,2015,CHAFFEY JOINT UNION HIGH,9099888511,21,11,24361,945.4899902,,335694000,18588000,182496000,134610000,378769000,166742000,93043000,0,108335000,71879000,10030000,329383000,0,2015,Chaffey Joint Union High,43963426072,4042928078,48006354150,48063302713.02616
608190,2015,CHARTER OAK UNIFIED,6269668331,21,10,4954,205.72000122070312,,79584000,3900000,41094000,34590000,63813000,29426000,6635000,0,20045000,12278000,2752000,19188000,0,2015,Charter Oak Unified,2989882006,27718064,3017600070,3021179762.538975
608370,2015,CHICO UNIFIED,5308913000,13,29,13849,592.2800293,,166418000,11900000,90504000,64014000,157166000,82639000,22594000,0,50535000,37115000,2543000,57717000,0,2015,Chico Unified,9522877084,538968332,10061845416,10073781495.045748
608550,2015,CHOWCHILLA UNION HIGH,5596653662,32,2,1087,47.18000030517578,,14082000,717000,8262000,5103000,12163000,5635000,658000,0,3493000,2691000,399000,6927000,0,2015,Chowchilla Union High,1583274685,113380741,1696655426,1698668119.7396524
608760,2015,CLAREMONT UNIFIED,9093980609,21,12,6973,277.7600098,,93777000,4015000,54346000,35416000,87241000,44050000,1210000,0,29749000,19405000,1665000,31627000,0,2015,Claremont Unified,4690718363,65537454,4756255817,4761898027.0565405
608970,2015,CLOVERDALE UNIFIED,7078941920,31,5,1396,67.63999938964844,,17246000,963000,6200000,10083000,19086000,10604000,2422000,0,6040000,3171000,932000,19797000,0,2015,Cloverdale Unified,2104132705,65886668,2170019373,2172593604.8328347
609030,2015,CLOVIS UNIFIED,5593279100,21,48,41883,1682.969970703125,,525037000,26765000,349760000,148512000,535562000,252032000,100496000,0,163140000,113020000,11688000,509956000,0,2015,Clovis Unified,19397199822,520352722,19917552544,19941180166.14424
609070,2015,COACHELLA VALLEY UNIFIED,7608481000,41,23,18861,816.2700195,,276768000,31004000,186480000,59284000,272458000,135458000,30264000,0,84987000,62078000,7589000,255782000,0,2015,Coachella Valley Unified,4354190741,77990905,4432181646,4437439416.148967
609270,2015,COLD SPRING ELEMENTARY,8059692678,22,1,151,9.699999809265137,,4255000,22000,495000,3738000,4283000,2411000,117000,0,1527000,1002000,178000,4414000,0,2015,Cold Spring Elementary,1781391924,6904709,1788296633,1790418038.0789123
609330,2015,COLLEGE ELEMENTARY,8056867300,32,3,408,19,,7175000,133000,1730000,5312000,7726000,4213000,713000,0,2453000,1392000,306000,7562000,0,2015,College Elementary,1888999170,42439115,1931438285,1933729494.921103
609390,2015,COLTON JOINT UNIFIED,9095805000,21,27,23288,992.6199951171876,,298307000,23597000,227022000,47688000,271382000,152208000,5529000,0,98461000,64126000,6713000,208780000,0,2015,Colton Joint Unified,104881510,220987,105102497,105227177.08205558
609450,2015,COLUMBIA ELEMENTARY,5302231915,22,4,755,35.900001525878906,,10154000,516000,5036000,4602000,9167000,5195000,493000,0,3454000,1901000,224000,5870000,0,2015,Columbia Elementary,799315743,14723925,814039668,815005339.9440522
609480,2015,COLUMBIA UNION,2095320202,41,2,516,24,,5924000,389000,3867000,1668000,5257000,2999000,231000,0,2041000,1145000,54000,4931000,0,2015,Columbia Union,485328417,16845588,502174005,502769719.63986796
609510,2015,COLUMBINE ELEMENTARY,6617258501,41,1,196,9.220000267028809,,2177000,129000,1830000,218000,1948000,1298000,61000,0,811000,500000,1000,0,0,2015,Columbia Elementary,799315743,14723925,814039668,815005339.9440522
609620,2015,COMPTON UNIFIED,3106394321,21,41,21835,943.5599975585938,,348211000,36593000,267927000,43691000,306511000,165527000,18731000,0,101460000,54293000,4528000,63979000,0,2015,Compton Unified,8706141927,781032944,9487174871,9498429234.836779
609640,2015,CONEJO VALLEY UNIFIED,8054979511,12,27,19365,802.7899780273438,,236714000,8431000,84749000,143534000,229295000,124711000,22462000,0,84792000,46714000,5456000,70532000,0,2015,Conejo Valley Unified,27413973176,584018613,27997991789,28031205004.796803
609780,2015,CORNING UNION ELEMENTARY,5308247700,32,6,2074,92.09999847,,25253000,2589000,18873000,3791000,23978000,13280000,1423000,0,8276000,5289000,76000,1589000,0,2015,Corning Union Elementary,785973611,40436431,826410042,827390388.6
609850,2015,CORONA-NORCO UNIFIED,9517365000,12,53,53354,2073.860107421875,,647344000,36976000,426905000,183463000,605429000,348735000,32483000,0,247492000,109792000,18637000,495997000,0,2015,Corona-Norco Unified,23827255508,734760026,24562015534,24591152749.571857
609870,2015,CORONADO UNIFIED,6195228900,21,6,3150,133.83999633789062,,40599000,3103000,22445000,15051000,39561000,21927000,1888000,0,13461000,8668000,667000,9855000,0,2015,Coronado Unified,7160681598,133230235,7293911833,7302564391.709852
609940,2015,COTATI-ROHNERT PARK UNIFIED,7077924722,21,14,6372,261.1099853515625,,79019000,3722000,35638000,39659000,84548000,40548000,14566000,0,21627000,17733000,2888000,94936000,0,2015,Cotati-Rohnert Park Unified,4951562261,138587849,5090150110,5096188409.293593
609990,2015,COTTONWOOD UNION ELEMENTARY,5303473165,31,3,1097,47.709999084472656,,12047000,761000,8160000,3126000,10574000,6747000,115000,0,3881000,2545000,56000,1090000,0,2015,Cottonwood Union Elementary,632946967,13290591,646237558,647004171.1068116
610050,2015,COVINA-VALLEY UNIFIED,6269747000,21,18,11906,499.7399902,,239864000,29425000,171979000,38460000,252078000,86005000,25100000,0,54833000,37636000,5882000,172700000,0,2015,Covina-Valley Unified,7496141834,303168688,7799310522,7808562620.699995
610260,2015,CULVER CITY UNIFIED,3108424220,21,9,6763,288.3999938964844,,104943000,7349000,61742000,35852000,104737000,46242000,7054000,0,28100000,18049000,2659000,54025000,0,2015,Culver City Unified,7980687636,454607394,8435295030,8445301578.907239
610350,2015,CUTLER-OROSI JOINT UNIFIED,5595284763,32,8,4095,176.08999633789062,,62327000,7521000,48262000,6544000,57225000,25882000,7313000,0,15635000,12876000,145000,3379000,0,2015,Cutler-Orosi Joint Unified,573162403,31336224,604498627,605215726.4083694
610440,2015,CYPRESS ELEMENTARY,7142206900,21,6,3942,146.02999877929688,,66528000,2202000,20697000,43629000,72341000,24489000,33056000,0,16683000,8965000,951000,48451000,0,2015,Cypress Elementary,5269448970,252911336,5522360306,5528911323.870608
