leaid,year,lea_name,phone,urban_centric_locale,number_of_schools,enrollment,teachers_total_fte,,rev_total,rev_fed_total,rev_state_total,rev_local_total,exp_total,exp_current_instruction_total,outlay_capital_total,payments_charter_schools,salaries_instruction,benefits_employee_total,debt_interest,debt_longterm_outstand_end_fy,debt_shortterm_outstand_end_fy,fiscal year,name of school district,secured_net taxable value,unsecured_net taxable value
606030,2014,BRIGGS ELEMENTARY,8055257540,41,2,561,24.100000381469727,,5931000,431000,3916000,1584000,6074000,2946000,463000,0,2083000,836000,82000,4398000,0,2014,Briggs Elementary,372939651,79748888
606060,2014,BRISBANE ELEMENTARY,4154670550,21,3,456,26.299999237060547,,7311000,142000,714000,6455000,7058000,4287000,187000,0,2738000,1472000,190000,11936000,0,2014,Brisbane Elementary,1927616645,164223671
606270,2014,BUCKEYE UNION ELEMENTARY,5306772261,21,10,5157,214.5,,44471000,1267000,24634000,18570000,46387000,26997000,1564000,0,18223000,8640000,3895000,21335000,0,2014,Buckeye Union Elementary,5427573373,135772777
606330,2014,BUELLTON UNION ELEMENTARY,8056862767,32,2,626,29.63999938964844,,9015000,743000,2850000,5422000,8488000,5226000,105000,0,3860000,1596000,137000,9012000,0,2014,Buellton Union Elementary,957362022,66353551
606360,2014,BUENA PARK ELEMENTARY,7145228412,21,7,4985,192.42999267578125,,54838000,5210000,27975000,21653000,59049000,31999000,7289000,0,21391000,10786000,620000,33142000,0,2014,Buena Park Elementary,5213624586,192757404
606390,2014,PANAMA-BUENA VISTA UNION,6618318331,11,23,17469,739.3099975585938,,169531000,14338000,129507000,25686000,182832000,94099000,17209000,0,62139000,37768000,2797000,49720000,0,2014,Panama Buena Vista Union,6693029199,
606420,2014,BUENA VISTA ELEMENTARY,5596862015,41,1,187,9,,1932000,158000,1539000,235000,2035000,1017000,112000,0,693000,428000,8000,130000,0,2014,Buena Vista Elementary,68904080,4564502
606450,2014,BURBANK UNIFIED,8187294400,12,23,16332,692.7000122070312,,165306000,8924000,94776000,61606000,157308000,91042000,8706000,0,61814000,29685000,3241000,140383000,0,2014,Burbank Unified,16918015216,1984318404
606480,2014,BURLINGAME ELEMENTARY,6502593800,21,7,3304,146.7100067138672,,46507000,1055000,14334000,31118000,44739000,20207000,11503000,0,13666000,5479000,3752000,86481000,0,2014,Burlingame Elementary,8056725829,303082949
606570,2014,BURTON ELEMENTARY,5597818020,13,8,4347,180.4199981689453,,41095000,3325000,33179000,4591000,40862000,24592000,1228000,0,15096000,8429000,187000,2014000,0,2014,Burton Elementary,631743208,7292801
606720,2014,BUTTONWILLOW UNION ELEMENTARY,6617645166,42,1,343,20,,4596000,495000,1612000,2489000,3965000,1873000,69000,0,1287000,758000,220000,4675000,0,2014,Buttonwillow Union Elementary,3260646368,39626590
606750,2014,BYRON UNION ELEMENTARY,9258097500,31,4,1963,87.18000030517578,,15894000,827000,8141000,6926000,15552000,9077000,32000,0,6151000,3047000,567000,15610000,0,2014,Byron Union Elementary,2232555878,268648765
606780,2014,CABRILLO UNIFIED,6507127100,31,7,3373,138.97999572753906,,47876000,1685000,15793000,30398000,38397000,18082000,3480000,0,11726000,7400000,3107000,45270000,0,2014,Cabrillo Unified,5065100270,87890871
606870,2014,CALAVERAS UNIFIED,2097542300,42,13,3079,138.99000549316406,,30942000,1481000,9844000,19617000,32274000,17482000,1999000,0,11864000,6841000,1101000,48249000,0,2014,Calaveras Unified,1953113584,44688689
606900,2014,CALEXICO UNIFIED,7607683888,22,12,9263,370.3999938964844,,100988000,11522000,77742000,11724000,98299000,57914000,963000,0,32681000,25961000,1033000,38045000,0,2014,Calexico Unified,1536229212,63775115
606990,2014,CALIPATRIA UNIFIED,7603482151,32,4,1196,63.900001525878906,,17932000,1299000,7607000,9026000,19324000,7207000,5616000,0,4883000,2619000,484000,25385000,0,2014,Calipatria Unified,1215452010,49582706
607020,2014,CALISTOGA JOINT UNIFIED,7079424703,31,3,832,45.93000030517578,,14487000,690000,1760000,12037000,18093000,8511000,2919000,0,5362000,2572000,701000,17133000,0,2014,Calistoga Joint Unified,1793178882,34991304
607230,2014,CAMPBELL UNION HIGH,4083710960,11,7,7453,336.1499938964844,,101311000,2391000,10799000,88121000,102461000,49889000,9340000,0,30415000,19531000,7181000,146910000,0,2014,Campbell Union High,34057839158,959185568
607440,2014,CAPISTRANO UNIFIED,9492349200,21,63,54036,1949.6099853515625,,466052000,22332000,142303000,301417000,439110000,270327000,10521000,0,192832000,90470000,2013000,44268000,0,2014,Capistrano Unified,44277439045,816600124
607470,2014,CARDIFF ELEMENTARY,7606325890,21,2,731,34.5,,10063000,237000,1262000,8564000,9379000,5772000,0,0,4204000,1692000,142000,9498000,0,2014,Cardiff Elementary,2270679520,17365477
607500,2014,CARLSBAD UNIFIED,7603315000,12,16,11049,405.7900085449219,,116731000,5441000,11696000,99594000,115936000,59166000,11005000,0,38652000,23299000,9329000,228669000,0,2014,Carlsbad Unified,16040146766,842981609
607530,2014,CARMEL UNIFIED,8316241546,22,7,2492,137.8699951171875,,53053000,867000,4499000,47687000,51091000,26365000,3381000,0,18282000,9868000,1292000,36839000,0,2014,Carmel Unified,13355027380,107136230
607560,2014,CARPINTERIA UNIFIED,8056844511,22,8,2239,105.61000061035156,,27674000,1946000,3624000,22104000,27997000,14379000,314000,0,9534000,7034000,306000,10635000,0,2014,Carpinteria Unified,4956701321,151477451
607680,2014,CASCADE UNION ELEMENTARY,5303787000,22,5,1202,60,,14289000,2126000,8344000,3819000,15268000,8311000,1359000,0,4983000,2994000,154000,5221000,0,2014,Cascade Union Elementary,827580464,65831667
607740,2014,CASTAIC UNION,6612574500,21,5,2568,112.9499969482422,,29101000,650000,15136000,13315000,29613000,15477000,1927000,0,11494000,4707000,3859000,32765000,0,2014,Castaic Union,4354032450,517183296
607800,2014,CASTRO VALLEY UNIFIED,5105373000,21,15,9361,379.8800048828125,,119921000,5891000,86077000,27953000,119066000,51760000,1243000,0,36905000,14882000,3865000,65385000,0,2014,Castro Valley Unified,6772412134,60133675
607840,2014,CAYUCOS ELEMENTARY,8059953694,31,1,193,12.100000381469728,,3585000,242000,369000,2974000,3132000,1784000,27000,0,1179000,642000,177000,8388000,0,2014,Cayucos Elementary,1010901922,7055242
607900,2014,CENTER JOINT UNIFIED,9163386330,21,9,4533,190.9600067138672,,47179000,4165000,31103000,11911000,44277000,24512000,274000,0,17554000,8469000,1976000,67566000,0,2014,Center Joint Unified,172175706,147580
607920,2014,CENTINELA VALLEY UNION HIGH,3102633200,21,8,7878,337.44000244140625,,113604000,8392000,68374000,36838000,112130000,47041000,13051000,0,29827000,17197000,10179000,246478000,0,2014,Centinela Valley Union High,13306717376,1550684841
607950,2014,CENTRAL ELEMENTARY,9099898541,21,7,4701,189.6199951171875,,47099000,3048000,33413000,10638000,48429000,25279000,4931000,0,17206000,9095000,801000,45786000,0,2014,Central Elementary,3052624580,112778823
607970,2014,CENTRAL UNIFIED,5592744700,11,22,15584,600.5399780273438,,161728000,13961000,113075000,34692000,159262000,76935000,11457000,0,49423000,34106000,4501000,118659000,0,2014,Central Unified,3833434315,64976772
608010,2014,CENTRAL UNION HIGH,7603364500,13,4,4106,181.6000061035156,,49030000,3514000,34992000,10524000,43522000,23301000,619000,0,16244000,7981000,432000,9077000,0,2014,Central Union High,2760813333,285238452
608070,2014,CENTRALIA ELEMENTARY,7142283100,21,8,4491,173,,46447000,3714000,22732000,20001000,46867000,27492000,2058000,0,20223000,8186000,412000,15033000,0,2014,Centralia Elementary,4062853245,51090893
608130,2014,CERES UNIFIED,2095561500,21,25,13694,571.7999877929688,,146176000,13483000,100976000,31717000,161051000,78825000,21665000,0,52388000,23748000,3361000,67643000,0,2014,Ceres Unified,2836062201,119143084
608160,2014,CHAFFEY JOINT UNION HIGH,9099888511,21,11,24598,942.8099975585938,,289134000,17026000,160540000,111568000,345101000,150080000,88798000,0,100302000,62582000,7036000,338362000,0,2014,Chaffey Joint Union High,41378883603,3935166853
608190,2014,CHARTER OAK UNIFIED,6269668331,21,10,5158,205.8500061035156,,58613000,3468000,36402000,18743000,61565000,29203000,4573000,0,19482000,12105000,2307000,21793000,0,2014,Charter Oak Unified,2820854502,25994404
608370,2014,CHICO UNIFIED,5308913000,13,29,13739,591.9500122070312,,144152000,10471000,73081000,60600000,133836000,75733000,9647000,0,49005000,32995000,2634000,60032000,0,2014,Chico Unified,9144450715,509847505
608550,2014,CHOWCHILLA UNION HIGH,5596653662,32,2,1026,46.27000045776367,,11405000,732000,5961000,4712000,11239000,4921000,567000,0,3356000,2290000,387000,6309000,0,2014,Chowchilla Union High,1494734058,121972338
608760,2014,CLAREMONT UNIFIED,9093980609,21,12,7046,278.2699890136719,,75624000,3908000,44503000,27213000,76890000,37726000,2392000,0,26286000,15042000,1732000,33672000,0,2014,Claremont Unified,4340080954,70367358
608970,2014,CLOVERDALE UNIFIED,7078941920,31,5,1394,67.40000153,,15135000,974000,5031000,9130000,17541000,9424000,2422000,0,5677000,2791000,917000,19695000,0,2014,Cloverdale Unified,2020763305,57602056
609030,2014,CLOVIS UNIFIED,5593279100,21,47,41169,1608.560059,,443887000,25070000,277139000,141678000,499981000,226188000,98271000,0,153556000,96442000,13363000,417797000,0,2014,Clovis Unified,17952729420,530476415
609070,2014,COACHELLA VALLEY UNIFIED,7608481000,41,23,18878,794.0100098,,236072000,27211000,152877000,55984000,250406000,123702000,32760000,0,77308000,54420000,7853000,205738000,0,2014,Coachella Valley Unified,4010752646,76530079
609270,2014,COLD SPRING ELEMENTARY,8059692678,22,1,158,10,,3843000,11000,252000,3580000,3947000,2086000,32000,0,1432000,748000,178000,4387000,0,2014,Cold Spring Elementary,1723683184,6349623
609330,2014,COLLEGE ELEMENTARY,8056867300,32,3,408,24.100000381469727,,6738000,167000,1271000,5300000,6715000,3715000,358000,0,2308000,1111000,258000,7993000,0,2014,College Elementary,1805110319,42117830
609390,2014,COLTON JOINT UNIFIED,9095805000,21,27,23322,952.7999877929688,,252029000,24077000,181175000,46777000,252697000,135851000,13542000,0,89860000,56664000,6619000,205577000,0,2014,Colton Joint Unified,97960461,309410
609450,2014,COLUMBIA ELEMENTARY,5302231915,22,4,820,38.150001525878906,,9193000,571000,4451000,4171000,8337000,5004000,160000,0,3295000,1751000,189000,2560000,0,2014,Columbia Elementary,768995202,15382630
609480,2014,COLUMBIA UNION,2095320202,41,2,556,25,,5448000,406000,3378000,1664000,5281000,2970000,13000,0,2037000,1098000,56000,4673000,0,2014,Columbia Union,469519656,16572312
609510,2014,COLUMBINE ELEMENTARY,6617258501,41,1,208,9.420000076293944,,1768000,135000,1438000,195000,1670000,1094000,11000,0,773000,379000,1000,0,0,2014,Columbia Elementary,768995202,15382630
609620,2014,COMPTON UNIFIED,3106394321,21,38,22106,1007.1300048828124,,281985000,35925000,213946000,32114000,278664000,157520000,4326000,0,103950000,47676000,5272000,68203000,0,2014,Compton Unified,8318928945,730520705
609640,2014,CONEJO VALLEY UNIFIED,8054979511,12,27,19727,831.1599731445312,,210453000,8145000,75411000,126897000,195872000,116847000,3797000,0,80788000,42905000,4953000,77607000,0,2014,Conejo Valley Unified,25927770841,572240340
609780,2014,CORNING UNION ELEMENTARY,5308247700,32,6,2043,86.90000153,,20358000,2231000,14845000,3282000,19985000,11429000,832000,0,7245000,4507000,83000,1739000,0,2014,Corning Union Elementary,774270343,38915720
609850,2014,CORONA-NORCO UNIFIED,9517365000,12,53,53739,1973.4200439453125,,550619000,34505000,349357000,166757000,534135000,307276000,31098000,0,223310000,92305000,17477000,405231000,0,2014,Corona-Norco Unified,21790570241,763027318
609870,2014,CORONADO UNIFIED,6195228900,21,6,3169,131.3000030517578,,36452000,2905000,21183000,12364000,33448000,19156000,334000,0,12300000,7252000,646000,10470000,0,2014,Coronado Unified,6773382746,132039783
609940,2014,COTATI-ROHNERT PARK UNIFIED,7077924722,21,14,6145,289.42999267578125,,67773000,3345000,28230000,36198000,73830000,37659000,10289000,0,19966000,16171000,2573000,73023000,0,2014,Cotati-Rohnert Park Unified,4598756862,131935099
609990,2014,COTTONWOOD UNION ELEMENTARY,5303473165,31,3,1083,46.09999847412109,,10505000,752000,6801000,2952000,9457000,5850000,50000,0,3544000,1992000,71000,1322000,0,2014,Cottonwood Union Elementary,607859156,12080000
610050,2014,COVINA-VALLEY UNIFIED,6269747000,21,18,12274,503.9299926757813,,213469000,28010000,153007000,32452000,234237000,77037000,23777000,0,52588000,27380000,4779000,139011000,0,2014,Covina-Valley Unified,7131085674,288243412
610260,2014,CULVER CITY UNIFIED,3108424220,21,9,6757,287.79998779296875,,96687000,7444000,57241000,32002000,93509000,41555000,5957000,0,26399000,14984000,2035000,58595000,0,2014,Culver City Unified,7575420085,453054253
610350,2014,CUTLER-OROSI JOINT UNIFIED,5595284763,32,9,4083,184.44000244140625,,52587000,7233000,38790000,6564000,48294000,23912000,2382000,0,14656000,11736000,185000,3778000,0,2014,Cutler-Orosi Joint Unified,541909649,38867276
610440,2014,CYPRESS ELEMENTARY,7142206900,21,6,3990,140.02000427246094,,38330000,2191000,15480000,20659000,38072000,21745000,2613000,0,15551000,6723000,1169000,46247000,0,2014,Cypress Elementary,5026828384,224258756
610620,2014,DAVIS JOINT UNIFIED,5307575300,23,17,8626,369.7600098,,96180000,3502000,39893000,52785000,96085000,55026000,4802000,0,37764000,16072000,2469000,95428000,0,2014,Davis Joint Unified,18450833,211033
610710,2014,DEHESA ELEMENTARY,6194442161,21,8,2809,65.33999633789062,,13853000,516000,10618000,2719000,14383000,6889000,1275000,0,3633000,1801000,758000,4591000,0,2014,Dehesa Elementary,336719555,4860299
610770,2014,DEL NORTE COUNTY UNIFIED,7074640200,33,11,3502,157.6999969482422,,40483000,6328000,22896000,11259000,42274000,23386000,2096000,0,14769000,9002000,542000,14754000,0,2014,Del Norte County Unified,806874169,17637933
610860,2014,DELANO JOINT UNION HIGH,6617254000,41,4,4235,179.19000244140625,,54809000,6900000,36994000,10915000,53393000,23353000,1449000,0,15614000,11200000,2116000,51355000,0,2014,Delano Joint Union High,2370969224,77064248
610890,2014,DELANO UNION ELEMENTARY,6617215000,23,13,7600,326.5100098,,93104000,10971000,65246000,16887000,92422000,48395000,7310000,0,29591000,19010000,1798000,64835000,0,2014,Delano Union Elementary,2078450624,58991356
611040,2014,DENAIR UNIFIED,2096327514,23,9,1293,55.380001068115234,,15637000,984000,7806000,6847000,12811000,7120000,23000,0,4644000,1894000,695000,21816000,0,2014,Denair Unified,786655126,28131685
611110,2014,DESERT SANDS UNIFIED,7607774200,21,34,28999,1083.5899658203125,,355090000,24564000,168947000,161579000,351414000,170456000,40208000,0,109394000,73422000,30030000,290590000,0,2014,Desert Sands Unified,14113393301,217923648
611220,2014,DIXIE ELEMENTARY,4154923700,21,4,1999,100.5,,21644000,643000,2435000,18566000,22559000,13710000,713000,0,9681000,4089000,213000,22186000,0,2014,Dixie Elementary,3925516142,110986082
611280,2014,DIXON UNIFIED,7076936300,31,8,3808,157.89999389648438,,32708000,2188000,18954000,11566000,32128000,18681000,49000,0,12955000,6022000,1403000,26924000,0,2014,Dixon Unified,2319967321,128076380
611460,2014,DOWNEY UNIFIED,5624696500,21,20,22698,884.3499755859375,,234246000,19352000,161363000,53531000,243468000,148443000,8923000,0,99205000,49919000,3052000,65683000,0,2014,Downey Unified,9365093167,344432501
611490,2014,DRY CREEK JOINT ELEMENTARY,9167708800,21,11,6715,278.2399902,,61968000,2356000,38652000,20960000,58169000,37494000,1137000,0,26172000,11228000,3564000,44006000,0,2014,Dry Creek Joint Elementary,3171443013,35210809
611520,2014,DUARTE UNIFIED,6265995000,21,9,3896,201.0800018310547,,45453000,3654000,26106000,15693000,46444000,24556000,2272000,0,16555000,7601000,1865000,77346000,0,2014,Duarte Unified,2830988605,91078195
611760,2014,EARLIMART ELEMENTARY,6618494241,31,4,1952,84.69999694824219,,22128000,4223000,15622000,2283000,23840000,11621000,1523000,0,6761000,5139000,180000,4453000,0,2014,Earlimart Elementary,434148733,14592757
611780,2014,EAST NICOLAUS JOINT UNION HIGH,5306562255,42,2,301,13.630000114440918,,4175000,120000,2363000,1692000,3918000,1600000,438000,0,994000,611000,27000,4750000,0,2014,East Nicolaus Joint Union High,20348046,741079
611820,2014,EAST SIDE UNION HIGH,4083475000,11,26,26760,1102.550048828125,,321671000,18449000,140438000,162784000,326553000,146438000,38193000,0,92197000,74931000,30435000,818147000,0,2014,East Side Union High,56458426738,2941771425
611850,2014,EAST WHITTIER CITY ELEMENTARY,5629075900,21,13,9064,360.7200012207031,,90823000,5850000,66995000,17978000,88985000,57613000,383000,0,38711000,20271000,716000,6498000,0,2014,East Whittier City Elementary,6083770121,75713378
611870,2014,EASTERN SIERRA UNIFIED,7609327443,43,6,399,32.650001525878906,,9626000,576000,1529000,7521000,12347000,4732000,2444000,0,2957000,2228000,469000,10081000,0,2014,Eastern Sierra Unified,818217352,43364711
611910,2014,EASTSIDE UNION ELEMENTARY,6619521200,21,6,3353,146.02999877929688,,35215000,3627000,26078000,5510000,38429000,19760000,4678000,0,12539000,7119000,673000,8256000,0,2014,Eastside Union Elementary,1295026685,81843751
611940,2014,EDISON ELEMENTARY,6613635394,41,2,1056,51.29999923706055,,12726000,1603000,8904000,2219000,12912000,6568000,352000,0,4238000,2886000,191000,5185000,0,2014,Edison Elementary,398754142,21296405
612030,2014,EL CENTRO ELEMENTARY,7603525712,13,15,6101,244.08999633789065,,56386000,6656000,40927000,8803000,52986000,31720000,623000,0,21439000,10723000,507000,10026000,0,2014,El Centro Elementary,1500024462,112503158
612070,2014,EL DORADO UNION HIGH,5306225081,21,9,6810,283.6000061035156,,73463000,2306000,31968000,39189000,78729000,38662000,5434000,0,25087000,14380000,3206000,69390000,0,2014,El Dorado Union High,16784787435,394252969
612120,2014,EL MONTE UNION HIGH,6264449005,21,7,9388,416.4599914550781,,132425000,12012000,85177000,35236000,132957000,58950000,6608000,0,38400000,24223000,7772000,158556000,0,2014,El Monte Union High,11058719505,404095763
612180,2014,EL RANCHO UNIFIED,5629421500,21,14,9129,365.7000122070313,,97264000,8266000,72705000,16293000,93748000,54958000,816000,0,36055000,20912000,2604000,72619000,0,2014,El Rancho Unified,3676305426,156280618
612210,2014,EL SEGUNDO UNIFIED,3106152650,21,5,3477,138.19000244140625,,36913000,961000,20769000,15183000,32959000,18803000,128000,0,13281000,5722000,1145000,64732000,0,2014,El Segundo Unified,4694635205,596638002
612360,2014,ELK HILLS ELEMENTARY,6617657431,42,1,203,7.5,,2927000,146000,1390000,1391000,2456000,1046000,26000,0,663000,473000,446000,6148000,0,2014,Elk Hills Elementary,2013829371,15187100
612600,2014,ELVERTA JOINT ELEMENTARY,9169912244,21,3,334,12,,3406000,260000,2155000,991000,3835000,1845000,453000,0,1196000,570000,65000,1601000,0,2014,Elverta Joint Elementary,62287864,195210
612630,2014,EMERY UNIFIED,5106014000,21,3,695,35.400001525878906,,21371000,1531000,3210000,16630000,35158000,5536000,20966000,0,3411000,2599000,2825000,68959000,0,2014,Emery Unified,3689529690,345015017
